채널,고객경험단계,서비스품질요소,고객경험요소,근거,설문응답종료년월일,설문ID,설문참여대상자고유ID,문항ID,VOC원문
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상 금액 실시간 표시/조회 기능,고객이 가입 전·중에 만기 예상 금액을 즉시 확인하려는 니즈가 반복적으로 제기되었습니다.,20251110,QSN000000000003080,TAR000000010659261,ITM000000000001410,만기 예상 금액이 나와 기대하면서 예 적금 펀드를 합니다.
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상 금액 실시간 표시/조회 기능,고객이 가입 전·중에 만기 예상 금액을 즉시 확인하려는 니즈가 반복적으로 제기되었습니다.,20251202,QSN000000000003080,TAR000000011176084,ITM000000000001410,기간별 입금 금액을 달리하면서 금리 및 만기 금액을 쉽게 확인합니다.
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상 금액 실시간 표시/조회 기능,고객이 가입 전·중에 만기 예상 금액을 즉시 확인하려는 니즈가 반복적으로 제기되었습니다.,20251219,QSN000000000003080,TAR000000011589950,ITM000000000001410,만기 예상금액을 알려줘서 하고싶은 마음이 들게한다
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상 금액 실시간 표시/조회 기능,고객이 가입 전·중에 만기 예상 금액을 즉시 확인하려는 니즈가 반복적으로 제기되었습니다.,20251222,QSN000000000003080,TAR000000011597732,ITM000000000001410,금액에 따른 만기예상금액을 미리 알려줘서 편리하다
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상 금액 실시간 표시/조회 기능,고객이 가입 전·중에 만기 예상 금액을 즉시 확인하려는 니즈가 반복적으로 제기되었습니다.,20251230,QSN000000000003080,TAR000000011801960,ITM000000000001410,기간별 금리검색 및 예상이자가 보여지는것이 편함
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,우대금리 조건 자동 계산·매칭 및 결과 제공,우대금리와 예상 이자/금리의 자동 계산과 결과 제공은 가입 판단에 핵심 정보입니다.,20250304,QSN000000000003080,TAR000000005589442,ITM000000000001410,우대 금리 등 ai도입으로 최적화하여 애 조건에 맞게 간편하게 찾아주세요.
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,우대금리 조건 자동 계산·매칭 및 결과 제공,우대금리와 예상 이자/금리의 자동 계산과 결과 제공은 가입 판단에 핵심 정보입니다.,20250312,QSN000000000003080,TAR000000005817878,ITM000000000001410,"최근 적금을 들었는데, 우대금리까지 받을 수 있어서 대상자라면 무조건 가입하라고 추천할 것 같습니다."
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,우대금리 조건 자동 계산·매칭 및 결과 제공,우대금리와 예상 이자/금리의 자동 계산과 결과 제공은 가입 판단에 핵심 정보입니다.,20250425,QSN000000000003080,TAR000000006581754,ITM000000000001410,많이 안써봐서 모르겠지만 직관적으로 원하는 결과 (우대금리 등)를 자동계산 해주는 기능이 필요한거 같습니다.
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,우대금리 조건 자동 계산·매칭 및 결과 제공,우대금리와 예상 이자/금리의 자동 계산과 결과 제공은 가입 판단에 핵심 정보입니다.,20250609,QSN000000000003080,TAR000000007339985,ITM000000000001410,고객별로 우대금리 적용되는 만기예상금액을 알 수 있음
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,우대금리 조건 자동 계산·매칭 및 결과 제공,우대금리와 예상 이자/금리의 자동 계산과 결과 제공은 가입 판단에 핵심 정보입니다.,20250612,QSN000000000003080,TAR000000007437835,ITM000000000001410,원하는 상품 금리등 직관적으로 눈에 안들어오고 우대 금리도 찾아보기 불편
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,우대금리 조건 자동 계산·매칭 및 결과 제공,우대금리와 예상 이자/금리의 자동 계산과 결과 제공은 가입 판단에 핵심 정보입니다.,20251014,QSN000000000003080,TAR000000009980281,ITM000000000001410,개월수에따라 이울보여주고. 검색하면 이자계산까지 되어있다
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,우대금리 조건 자동 계산·매칭 및 결과 제공,우대금리와 예상 이자/금리의 자동 계산과 결과 제공은 가입 판단에 핵심 정보입니다.,20251021,QSN000000000003080,TAR000000010224948,ITM000000000001410,"예상 금리 계산 못함
가입 개월수에 따른 금리 확인 불가
포인트리 사용혜택 확인 불가(해당 위치에서)"
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,우대금리 조건 자동 계산·매칭 및 결과 제공,우대금리와 예상 이자/금리의 자동 계산과 결과 제공은 가입 판단에 핵심 정보입니다.,20251022,QSN000000000003080,TAR000000010250850,ITM000000000001410,가입하는 과정이 까다롭지 않고 만기 예상이율 확인후 바로 가입이 가능했다.
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,우대금리 조건 자동 계산·매칭 및 결과 제공,우대금리와 예상 이자/금리의 자동 계산과 결과 제공은 가입 판단에 핵심 정보입니다.,20251230,QSN000000000003080,TAR000000011801960,ITM000000000001410,기간별 금리검색 및 예상이자가 보여지는것이 편함
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,우대금리 조건 자동 계산·매칭 및 결과 제공,우대금리와 예상 이자/금리의 자동 계산과 결과 제공은 가입 판단에 핵심 정보입니다.,20251202,QSN000000000003080,TAR000000011176084,ITM000000000001410,기간별 입금 금액을 달리하면서 금리 및 만기 금액을 쉽게 확인합니다.
KB 스타뱅킹,상품가입,가입절차의 업무연속성,만기 후 자동 처리 설정(재예치/자동 입금) 옵션,만기 이후 재예치나 자동 입금 등 사후 처리를 가입 단계에서 연계 설정하면 업무 연속성이 향상됩니다.,20250205,QSN000000000003080,TAR000000005131504,ITM000000000001410,가입 후 만기 재예치나 만기 통장 입금 등 필요에 따라 쉽게 조정이 가능해 편리합니다.
KB 스타뱅킹,상품가입,가입절차의 업무연속성,만기 후 자동 처리 설정(재예치/자동 입금) 옵션,만기 이후 재예치나 자동 입금 등 사후 처리를 가입 단계에서 연계 설정하면 업무 연속성이 향상됩니다.,20250605,QSN000000000003080,TAR000000007290046,ITM000000000001410,비대면 자그마한 적금 만기되면 자동으로 내 계좌에 들어와서 참 편리했읍니다
KB 스타뱅킹,상품가입,가입절차의 업무연속성,만기 후 자동 처리 설정(재예치/자동 입금) 옵션,만기 이후 재예치나 자동 입금 등 사후 처리를 가입 단계에서 연계 설정하면 업무 연속성이 향상됩니다.,20250512,QSN000000000003080,TAR000000006794733,ITM000000000001410,"만기일이후 주거래통장에 자동으로 입금되는 시스템도입이 필요한되도  실행하지 않는것이
싫어서"
KB 스타뱅킹,상품가입,가입절차의 업무연속성,만기 후 자동 처리 설정(재예치/자동 입금) 옵션,만기 이후 재예치나 자동 입금 등 사후 처리를 가입 단계에서 연계 설정하면 업무 연속성이 향상됩니다.,20250605,QSN000000000003080,TAR000000007294090,ITM000000000001410,만기시 자동 재예치 되고 해지도 편하게 할 수 있어서 좋습니다
KB 스타뱅킹,상품가입,가입절차의 업무연속성,만기 후 자동 처리 설정(재예치/자동 입금) 옵션,만기 이후 재예치나 자동 입금 등 사후 처리를 가입 단계에서 연계 설정하면 업무 연속성이 향상됩니다.,20250717,QSN000000000003080,TAR000000008200560,ITM000000000001410,만료시 원금 이자 계산편하고 해지전알림 해지후자동처리부분은 타은행도 있겠지만 편해요ㅡ달라지는 이율로 그날그날보니 좋음
KB 스타뱅킹,상품가입,가입절차의 업무연속성,만기 후 자동 처리 설정(재예치/자동 입금) 옵션,만기 이후 재예치나 자동 입금 등 사후 처리를 가입 단계에서 연계 설정하면 업무 연속성이 향상됩니다.,20250722,QSN000000000003080,TAR000000008307017,ITM000000000001410,금리뿐아니라 이자 만기시 알림서비스을 해주어서요
KB 스타뱅킹,상품가입,가입절차의 업무연속성,만기 후 자동 처리 설정(재예치/자동 입금) 옵션,만기 이후 재예치나 자동 입금 등 사후 처리를 가입 단계에서 연계 설정하면 업무 연속성이 향상됩니다.,20250627,QSN000000000003080,TAR000000007779363,ITM000000000001410,만기후 자동등록으로 입금되는 시스템이라 편리합니다
KB 스타뱅킹,상품가입,가입절차의 업무연속성,만기 후 자동 처리 설정(재예치/자동 입금) 옵션,만기 이후 재예치나 자동 입금 등 사후 처리를 가입 단계에서 연계 설정하면 업무 연속성이 향상됩니다.,20251229,QSN000000000003080,TAR000000011740477,ITM000000000001410,만기후 재예치 선택이라든가 통장으로 자동 입금 선택이 가능해서 편리함
KB 스타뱅킹,상품가입,가입절차의 업무연속성,만기 후 자동 처리 설정(재예치/자동 입금) 옵션,만기 이후 재예치나 자동 입금 등 사후 처리를 가입 단계에서 연계 설정하면 업무 연속성이 향상됩니다.,20260115,QSN000000000003187,TAR000000012126201,ITM000000000001410,"친절하고,만기자동해제 입금으로 은행에 가지않고 편리하게 할수 있어서"
KB 스타뱅킹,상품가입,가입절차의 업무연속성,만기 후 자동 처리 설정(재예치/자동 입금) 옵션,만기 이후 재예치나 자동 입금 등 사후 처리를 가입 단계에서 연계 설정하면 업무 연속성이 향상됩니다.,20251208,QSN000000000003080,TAR000000011292349,ITM000000000001410,만기에도 고민없이 선택할수 있는 상품등을 볼수있음
KB 스타뱅킹,상품가입,상품 가입정보 입력 편의성,가입기간 일 단위 맞춤 설정,개월뿐 아니라 일 단위로 만기일을 설정하려는 구체 입력 니즈가 존재합니다.,20250102,QSN000000000003080,TAR000000004508773,ITM000000000001410,"정기예금 시 가입기간이 개월수로만 설정하게 되어 있어 매우 불편함. 날짜까지 설정할 수 있게 고객 중심의 서비스가 필수임.
예를 들면 가입기간이 5개월16일, 3개월20일  등으로 고객이 원하는 가입기간을 설정할 수 있어야 함.
21세기에 은행 편의주의적으로 고객을 무시한 배부른 경영을 하는 은행은 종국에는 고객으로 부터 외면당할 것임.
설문조사만 하지 말고 어떻게 고객의 의견이 반영되었는지 결과를 알려주어야 함."
KB 스타뱅킹,상품가입,상품 가입정보 입력 편의성,가입기간 일 단위 맞춤 설정,개월뿐 아니라 일 단위로 만기일을 설정하려는 구체 입력 니즈가 존재합니다.,20250915,QSN000000000003080,TAR000000009587317,ITM000000000001410,하나은행의 경우 예금 만기일을 일단위로 지정 가능한데 국민은행은 여러번 건의 했음에도 월단위로만 가능한 점이 아쉬움.
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,가입 단계별 안내 링크 및 비교 시각화 제공,"단계별 정보 하이퍼링크와 표/그래프 비교, 한 화면 비교·선택, 조건별 상세 검색은 가입 정보 이해를 돕습니다.",20250108,QSN000000000003080,TAR000000004682574,ITM000000000001410,가입 순서에 따라 궁금한 정보의 제공 링크가 좋았음
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,가입 단계별 안내 링크 및 비교 시각화 제공,"단계별 정보 하이퍼링크와 표/그래프 비교, 한 화면 비교·선택, 조건별 상세 검색은 가입 정보 이해를 돕습니다.",20250206,QSN000000000003080,TAR000000005163028,ITM000000000001410,표나 그래프를 이용해서 나타내 주어서 한눈에 알아보기 좋았습니다.
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,가입 단계별 안내 링크 및 비교 시각화 제공,"단계별 정보 하이퍼링크와 표/그래프 비교, 한 화면 비교·선택, 조건별 상세 검색은 가입 정보 이해를 돕습니다.",20251105,QSN000000000003080,TAR000000010581226,ITM000000000001410,금융상품 가입이 간편하고  종류를 한눈에 보고 선택할수 있어 자주 이용하는 편임
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,가입 단계별 안내 링크 및 비교 시각화 제공,"단계별 정보 하이퍼링크와 표/그래프 비교, 한 화면 비교·선택, 조건별 상세 검색은 가입 정보 이해를 돕습니다.",20251103,QSN000000000003080,TAR000000010473876,ITM000000000001410,"여러 상품에 대한 정보가 잘 나타나 있어 이에 대해 잘 알 수 있고, 적절한 상품을 선택할 수 있다."
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,가입 단계별 안내 링크 및 비교 시각화 제공,"단계별 정보 하이퍼링크와 표/그래프 비교, 한 화면 비교·선택, 조건별 상세 검색은 가입 정보 이해를 돕습니다.",20251217,QSN000000000003080,TAR000000011526966,ITM000000000001410,내가 원하는 조건(기간 원화 외화여부 고이율 순으로 ) 조히가능한 점에 만족
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,가입 단계별 안내 링크 및 비교 시각화 제공,"단계별 정보 하이퍼링크와 표/그래프 비교, 한 화면 비교·선택, 조건별 상세 검색은 가입 정보 이해를 돕습니다.",20251215,QSN000000000003080,TAR000000011423090,ITM000000000001410,"내게 맞는 조건, 유리한 조건의 검색이 가능합니다"
KB 스타뱅킹,상품가입,가입절차의 업무연속성,만기·이자·납입 알림 구독(푸시) 기능,만기·납입 등 주요 이벤트에 대한 선제 알림은 절차의 연속성과 고객 편의를 높입니다.,20250206,QSN000000000003080,TAR000000005165856,ITM000000000001410,해당 관련 내용을 자동으로 설정 알림을 받을 수 있어서 좋았습니다
KB 스타뱅킹,상품가입,가입절차의 업무연속성,만기·이자·납입 알림 구독(푸시) 기능,만기·납입 등 주요 이벤트에 대한 선제 알림은 절차의 연속성과 고객 편의를 높입니다.,20251107,QSN000000000003080,TAR000000010646466,ITM000000000001410,"미리 알림받아서 좋아요.
잊고있다가 목돈이 들어오니.
열심히 적금 한보람.
뿌듯하다"
KB 스타뱅킹,상품가입,가입절차의 업무연속성,만기·이자·납입 알림 구독(푸시) 기능,만기·납입 등 주요 이벤트에 대한 선제 알림은 절차의 연속성과 고객 편의를 높입니다.,20251014,QSN000000000003080,TAR000000009992405,ITM000000000001410,"가입한 상품에 대한 메세자 알림으로 자주
접하게 됩니다."
KB 스타뱅킹,상품가입,가입절차의 업무연속성,만기·이자·납입 알림 구독(푸시) 기능,만기·납입 등 주요 이벤트에 대한 선제 알림은 절차의 연속성과 고객 편의를 높입니다.,20250717,QSN000000000003080,TAR000000008200560,ITM000000000001410,만료시 원금 이자 계산편하고 해지전알림 해지후자동처리부분은 타은행도 있겠지만 편해요ㅡ달라지는 이율로 그날그날보니 좋음
KB 스타뱅킹,상품가입,가입절차의 업무연속성,만기·이자·납입 알림 구독(푸시) 기능,만기·납입 등 주요 이벤트에 대한 선제 알림은 절차의 연속성과 고객 편의를 높입니다.,20250722,QSN000000000003080,TAR000000008307017,ITM000000000001410,금리뿐아니라 이자 만기시 알림서비스을 해주어서요
KB 스타뱅킹,상품가입,상품 가입정보 입력 편의성,계좌 선택 시 잔고 및 최대 가입 가능 금액 자동 표시,가입 과정에서 잔액과 최대 가입 가능 금액을 자동으로 보여주면 입력 의사결정이 용이합니다.,20250423,QSN000000000003080,TAR000000006534555,ITM000000000001410,정기예금 가입하는데 통장 잔액을 먼저 볼수있게좀
KB 스타뱅킹,상품가입,상품 가입정보 입력 편의성,계좌 선택 시 잔고 및 최대 가입 가능 금액 자동 표시,가입 과정에서 잔액과 최대 가입 가능 금액을 자동으로 보여주면 입력 의사결정이 용이합니다.,20250916,QSN000000000003080,TAR000000009640190,ITM000000000001410,외화 정기 예금 하려면 외화보통계좌 잔고 내가 얼마 있는지 항상 조회해서 외어냐 하나.. 당연히 계좌 리스트만 선택해도 잔고 나오던가 최대 얼마에 얼마 한건지 나와야지
KB 스타뱅킹,상품가입,본인인증 확인 및 보안성,본인확인 인증 수단 고도화(실물 신분증·생체/간편 전환),실물 신분증 인증과 생체/간편 로그인 전환은 안전하고 신속한 본인확인을 지원합니다.,20251107,QSN000000000003080,TAR000000010643811,ITM000000000001410,"가끔 신분증 실물인증빼고는 괜찮음.
가끔 기본금리+우대금리...
.........우대금리 0%로 상품은 안 만드셨으면 하는 바램요^^;;"
KB 스타뱅킹,상품가입,본인인증 확인 및 보안성,본인확인 인증 수단 고도화(실물 신분증·생체/간편 전환),실물 신분증 인증과 생체/간편 로그인 전환은 안전하고 신속한 본인확인을 지원합니다.,20251208,QSN000000000003080,TAR000000011294515,ITM000000000001410,생체로그인.간편로그인으로 빠르고 편리하게 이용해서 좋아요
KB 스타뱅킹,상품가입,상품가입중 상담 연결 편의성,오프라인 상담 연계 후 앱에서 가입 재개 안내,창구 상담 후 앱에서 절차를 재개·완료하도록 안내하는 기능은 채널 간 연속성을 제공합니다.,20260127,QSN000000000003187,TAR000000012404031,ITM000000000001410,"고령자라  느린데 창구에서도  친절하게 일처리 /넘 감사했습니다~
스타뱅킹  편하게  잘 쓰고 있습니다~"
KB 스타뱅킹,상품가입,상품가입중 상담 연결 편의성,오프라인 상담 연계 후 앱에서 가입 재개 안내,창구 상담 후 앱에서 절차를 재개·완료하도록 안내하는 기능은 채널 간 연속성을 제공합니다.,20260120,QSN000000000003187,TAR000000012234857,ITM000000000001410,직원분이 친절하게 알려주시고 차근차근 설명해주셔서 잘 할 수 있었음
KB 스타뱅킹,상품가입,상품가입중 상담 연결 편의성,오프라인 상담 연계 후 앱에서 가입 재개 안내,창구 상담 후 앱에서 절차를 재개·완료하도록 안내하는 기능은 채널 간 연속성을 제공합니다.,20260129,QSN000000000003187,TAR000000012464365,ITM000000000001410,직원의 친절한 상담과 가입했을때의 혜택과 유익을 친구에게 바로 알려 주었어요.
KB 스타뱅킹,상품가입,상품가입중 상담 연결 편의성,상담 중 혜택 즉시 공유 링크 제공,상담 단계에서 혜택 정보를 즉시 공유하는 링크/버튼은 상담 연계 편의를 높입니다.,20260129,QSN000000000003187,TAR000000012464365,ITM000000000001410,직원의 친절한 상담과 가입했을때의 혜택과 유익을 친구에게 바로 알려 주었어요.
KB 스타뱅킹,상품가입,상품가입중 상담 연결 편의성,상담 중 혜택 즉시 공유 링크 제공,상담 단계에서 혜택 정보를 즉시 공유하는 링크/버튼은 상담 연계 편의를 높입니다.,20260120,QSN000000000003187,TAR000000012234857,ITM000000000001410,직원분이 친절하게 알려주시고 차근차근 설명해주셔서 잘 할 수 있었음
KB 스타뱅킹,상품가입,상품 가입정보 입력 편의성,가입 필요 서류 자동 발급,필요 서류를 자동 발급해 비대면 제출/입력 과정을 줄여 가입 편의를 높입니다.,20260105,QSN000000000003187,TAR000000011866434,ITM000000000001410,"뭐 안되는 은행 어플은 없겠지만, 가입 필요 서류들이 자동으로 발급되는게 편리하다."
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,개인 금리 노출 타이밍 개선(추천 화면),추천 화면에서 개인 금리 지연 노출 이슈는 정보 제공 타이밍 개선 필요를 드러냅니다.,20251103,QSN000000000003080,TAR000000010476963,ITM000000000001410,적금추천시 나의 금리는 나중에 나와서 취소한 적 있음
