채널,고객경험단계,서비스품질요소,고객경험요소,근거,설문응답종료년월일,설문ID,설문참여대상자고유ID,문항ID,VOC원문
고객센터,챗봇상담,자연스러운 대화,자유 질의 응답 모드(템플릿 제한 해제),고정 템플릿에 갇힌 응답은 자연스러운 대화를 방해하므로 자유 질의에 유연히 대응하는 모드가 필요합니다.,20251014,QSN000000000003079,TAR000000009976317,ITM000000000003049,"경험있는데
잘 못 알아들어요..
정해진 질문과 답변으로만 형성되어 있는 듯요"
고객센터,챗봇상담,자연스러운 대화,자유 질의 응답 모드(템플릿 제한 해제),고정 템플릿에 갇힌 응답은 자연스러운 대화를 방해하므로 자유 질의에 유연히 대응하는 모드가 필요합니다.,20250605,QSN000000000003079,TAR000000007286025,ITM000000000003049,그노무 챗봇 좀 하지마라  그냥 F&amp;q에 지나지 않는다
고객센터,챗봇상담,서비스 접근성,음성 키워드 기반 즉시 상담원 연결(“상담원 연결”),특정 발화로 즉시 상담원 연결을 트리거하면 고객의 전환 요구를 빠르게 충족할 수 있습니다.,20250625,QSN000000000003079,TAR000000007705330,ITM000000000003049,챗봇 불편해요. 상담사랑 연락하는게 제일 편해요
고객센터,챗봇상담,서비스 접근성,음성 키워드 기반 즉시 상담원 연결(“상담원 연결”),특정 발화로 즉시 상담원 연결을 트리거하면 고객의 전환 요구를 빠르게 충족할 수 있습니다.,20250711,QSN000000000003079,TAR000000008087127,ITM000000000003049,상담원과 직접상담하는것이 서로 의사소통이 잘됨
고객센터,챗봇상담,서비스 접근성,음성 키워드 기반 즉시 상담원 연결(“상담원 연결”),특정 발화로 즉시 상담원 연결을 트리거하면 고객의 전환 요구를 빠르게 충족할 수 있습니다.,20250711,QSN000000000003079,TAR000000008088056,ITM000000000003049,상담원 과의 대화가 편했어요~ 은행의 복잡한문제해결에는
고객센터,챗봇상담,서비스 접근성,음성 키워드 기반 즉시 상담원 연결(“상담원 연결”),특정 발화로 즉시 상담원 연결을 트리거하면 고객의 전환 요구를 빠르게 충족할 수 있습니다.,20250610,QSN000000000003079,TAR000000007356435,ITM000000000003049,전화상담이 편하긴한데 오히려 더 불편한 콜센터라 차라리 챗봇이 나을거같아요~
고객센터,챗봇상담,UI 심미성,답변 길이/요약 수준 조절 옵션,과다 정보 노출은 가독성을 떨어뜨리므로 UI에서 답변 길이와 요약 수준을 조절하는 옵션이 필요합니다.,20251120,QSN000000000003079,TAR000000010893166,ITM000000000003049,"제가 원하는 방향으로 이용하면 정보들이 많이 뜹니다.
다만, 정보검색이 너무 많이 떠서 아쉽습니다."
고객센터,챗봇상담,UI 심미성,답변 길이/요약 수준 조절 옵션,과다 정보 노출은 가독성을 떨어뜨리므로 UI에서 답변 길이와 요약 수준을 조절하는 옵션이 필요합니다.,20251126,QSN000000000003079,TAR000000011017458,ITM000000000003049,쳇봇은 짧게 안내를 받아 보았는데 그냥 오십프로 정도 괜찮다는 생각이 들었다
고객센터,챗봇상담,답변 신속성,콜백 예약 알림 및 진행현황 트래킹,콜백 지연과 무응답 문제를 줄이기 위해 예약 알림과 상태 트래킹으로 기대시간을 관리해야 합니다.,20250905,QSN000000000003079,TAR000000009415274,ITM000000000003049,마곡나루지점 직원이 콜백해주겠다고 했는데 몇 번이나 재요청한 후에야 겨우 받음
고객센터,챗봇상담,답변 신속성,콜백 예약 알림 및 진행현황 트래킹,콜백 지연과 무응답 문제를 줄이기 위해 예약 알림과 상태 트래킹으로 기대시간을 관리해야 합니다.,20260121,QSN000000000003192,TAR000000012290430,ITM000000000003049,상담사 다른 지점에서 연락을 준다고 했는데 연락도 없고 계속 기다리는것이 너무 힘듭니다 고객에 문자라도 줘서 언제 연락 드리겠다고 했으면 좋겠습니다
고객센터,챗봇상담,답변 신속성,콜백 예약 알림 및 진행현황 트래킹,콜백 지연과 무응답 문제를 줄이기 위해 예약 알림과 상태 트래킹으로 기대시간을 관리해야 합니다.,20251212,QSN000000000003079,TAR000000011406383,ITM000000000003049,군산종합금융지점 2일 동안 20통 넘게 전화 안받음 콜센터 통해 연결도 마찬가지 연락처 남겼으나 연락 없음
