채널,고객경험단계,서비스품질요소,고객경험요소,근거,설문응답종료년월일,설문ID,설문참여대상자고유ID,문항ID,VOC원문
상품,저축성,상품 가입 편리성,계좌번호 커스터마이즈(맞춤번호·전화번호 전환),기억 쉬운 계좌번호 부여 및 전화번호로 변경 기능은 식별·공유 편의성을 높이는 가입/사용 편의 기능입니다.,20250922,QSN000000000003074,TAR000000009753037,ITM000000000001737,어려운 계좌번호를 전하번호로 변경할수있어  편리함을 극대화한것 같습니다.
상품,저축성,상품정보 이해용이성,IRP 전용 화면 매매현황 표시,IRP계좌 화면에서 직관적 매매현황을 제공하면 상품 정보 이해도가 향상됩니다.,20251113,QSN000000000003080,TAR000000010776501,ITM000000000001358,"계좌이체, 메인화면구성 이런거 다 좋은데요, IRP계좌 화면구성 보다 직관적이게 해주면좋겠어요 사고팔기 현황 등등"
상품,저축성,부가서비스의 적합성,금(골드) 소액 구매/포인트 연계,포인트로 소액 금 구매 등 디지털 골드 투자 연계는 예적금 주변의 확장 혜택/서비스입니다.,20260123,QSN000000000003187,TAR000000012325915,ITM000000000001348,포인트를 활용하여. 적은단위로도 금을 구입할수있어서 좋았음
상품,저축성,부가서비스의 적합성,금(골드) 소액 구매/포인트 연계,포인트로 소액 금 구매 등 디지털 골드 투자 연계는 예적금 주변의 확장 혜택/서비스입니다.,20260129,QSN000000000003187,TAR000000012463223,ITM000000000001348,온라인으로 골드투자를 쉽게 만들 수 있다는 사실이 매력적입니다
상품,저축성,상품 가입 편리성,가입 시 자동이체일 선택 옵션,가입 단계에서 이체일을 선택하는 옵션은 설정 편의와 초기 고객 경험을 개선합니다.,20250401,QSN000000000003080,TAR000000006145693,ITM000000000001353,"가입시 이체 날을 선택하게 해줬으면 한다
가입하는 날이 아니라 내가 원하는 날에"
상품,저축성,부가서비스의 적합성,쿠폰 지급 행사 및 사용 안내 기능,상품 가입 쿠폰 지급 및 사용 안내는 프로모션 활용도와 고객 편의에 직접 영향을 줍니다.,20250416,QSN000000000003074,TAR000000006405017,ITM000000000001737,고객 행사 기간이라 쿠폰 지급 하고 있다고 미리 설명해 줌
상품,저축성,부가서비스의 적합성,쿠폰 지급 행사 및 사용 안내 기능,상품 가입 쿠폰 지급 및 사용 안내는 프로모션 활용도와 고객 편의에 직접 영향을 줍니다.,20260113,QSN000000000003187,TAR000000012033303,ITM000000000001348,가입하고 받은 금융상품 쿠폰이 있어 사용하고 싶은 생각에 바로 금융상품 가입했습니다.
상품,저축성,부가서비스의 적합성,쿠폰 지급 행사 및 사용 안내 기능,상품 가입 쿠폰 지급 및 사용 안내는 프로모션 활용도와 고객 편의에 직접 영향을 줍니다.,20260119,QSN000000000003187,TAR000000012193620,ITM000000000001353,금융쿠폰  사용이 어려워서 사용을  못했습니다. 만원이  없어졌어요.ㅠ
상품,저축성,상품정보 이해용이성,예금보호한도 상향 안내,예금자 보호 한도 변경/상향에 대한 명확한 안내는 상품 안전성 이해를 돕습니다.,20260228,QSN000000000003187,TAR000000013158237,ITM000000000001353,예금보호한도가 높아져 더욱더 선택의 폭이 넓어짐
상품,저축성,상품 가입 편리성,통장 재발급 경로(스타뱅크) 접근성 개선,앱 내 재발급 경로가 명확해야 재발급 과정의 접근성과 완료율이 향상됩니다.,20260205,QSN000000000003191,TAR000000012666700,ITM000000000001737,스타뱅크를 잘못 눌러 통장 재 발급이 안된다고 하니 참 답답항
상품,저축성,상품 가입 편리성,이체서비스 메뉴 탐색성 개선,고객이 이체서비스 메뉴를 찾지 못하는 문제는 탐색성·내비게이션 개선 필요를 드러냅니다.,20260211,QSN000000000003187,TAR000000012790154,ITM000000000001348,"이체서비스를 찾을수가 없어서 계좌이체를 못하고 있습니다!
불편해요!"
상품,저축성,예적금상품 다양성,서민 지키미 통장,특정 목적·대상에 맞춘 명명된 통장 상품으로 라인업 다양성을 확장합니다.,20250710,QSN000000000003074,TAR000000008048830,ITM000000000001737,"정부 지원금 안정하게 수수할수있는
서민 지키미 통장이기 때문."
