채널,고객경험단계,서비스품질요소,고객경험요소,근거,설문응답종료년월일,설문ID,설문참여대상자고유ID,문항ID,VOC원문
KB 스타뱅킹,콘텐츠/서비스,콘텐츠 정보의 고객 지향성,식물/나무 키우기 콘텐츠,"‘나무키우기’, ‘식물키우기’가 앱 내 활동형 콘텐츠로 직접 지칭됩니다.",20250616,QSN000000000003080,TAR000000007494902,ITM000000000003077,혜택홈이용 중입니다. 걷기 용도받기 식물키우기
KB 스타뱅킹,콘텐츠/서비스,혜택/이벤트의 고객 지향성,혜택홈,혜택·미션을 집약 제공하는 전용 영역 ‘혜택홈’이 명시적으로 사용됩니다.,20250616,QSN000000000003080,TAR000000007494902,ITM000000000003077,혜택홈이용 중입니다. 걷기 용도받기 식물키우기
KB 스타뱅킹,콘텐츠/서비스,혜택/이벤트의 고객 지향성,국민오락실(앱 내 게임형 이벤트 공간),‘국민오락실’이라는 게임형 이벤트 공간이 직접 지칭되며 다양한 미니게임·룰렛·특정 이벤트를 포함합니다.,20251224,QSN000000000003080,TAR000000011683929,ITM000000000003077,국민오락실 너무 재미져요. 그래서 함께 친구들 몇명이 깔았어요.
KB 스타뱅킹,콘텐츠/서비스,혜택/이벤트의 고객 지향성,국민오락실(앱 내 게임형 이벤트 공간),‘국민오락실’이라는 게임형 이벤트 공간이 직접 지칭되며 다양한 미니게임·룰렛·특정 이벤트를 포함합니다.,20250827,QSN000000000003080,TAR000000009166438,ITM000000000003077,할때마다 짱나던 주머니 던지기 개편한데서 다행. 이거 첨에 기획한 사람 면담좀하자
KB 스타뱅킹,콘텐츠/서비스,혜택/이벤트의 고객 지향성,국민오락실(앱 내 게임형 이벤트 공간),‘국민오락실’이라는 게임형 이벤트 공간이 직접 지칭되며 다양한 미니게임·룰렛·특정 이벤트를 포함합니다.,20250730,QSN000000000003080,TAR000000008535142,ITM000000000003077,다양하콘테츠 이벤트가 있고 한달에한번주는 룰렛돌리기도 재미있습니다
KB 스타뱅킹,콘텐츠/서비스,혜택/이벤트의 고객 지향성,국민오락실(앱 내 게임형 이벤트 공간),‘국민오락실’이라는 게임형 이벤트 공간이 직접 지칭되며 다양한 미니게임·룰렛·특정 이벤트를 포함합니다.,20260113,QSN000000000003187,TAR000000012071477,ITM000000000003077,소소한 이벤트가 덕분에 삶의 활력을 얻음. 출첵 만보기 상품가입 이벤트
KB 스타뱅킹,콘텐츠/서비스,혜택/이벤트의 고객 지향성,주머니 던지기 미니게임,고객이 ‘주머니 던지기’라는 특정 미니게임을 개선 요청과 함께 명시합니다.,20250827,QSN000000000003080,TAR000000009166438,ITM000000000003077,할때마다 짱나던 주머니 던지기 개편한데서 다행. 이거 첨에 기획한 사람 면담좀하자
KB 스타뱅킹,콘텐츠/서비스,혜택/이벤트의 고객 지향성,월 1회 룰렛 이벤트,‘한달에 한번 룰렛’ 형식의 정기 혜택 이벤트가 명시적으로 인지됩니다.,20250730,QSN000000000003080,TAR000000008535142,ITM000000000003077,다양하콘테츠 이벤트가 있고 한달에한번주는 룰렛돌리기도 재미있습니다
KB 스타뱅킹,콘텐츠/서비스,자산관리 서비스의 유용성,ATM 무카드 출금,KB스타뱅킹에서 카드·통장 없이 ATM 현금 인출 기능이 구체적으로 이용됩니다.,20260122,QSN000000000003187,TAR000000012304784,ITM000000000003077,"요즘 지갑을 안갖고 다니죠? 휴대폰만 들고 다니는데, 현금이 필요해 인출이 필요할때 kb스타뱅킹 이용하여 카드나 통장 없이도 atm기 인출이 가능한게 너무 편하고 꼭 필요한 서비스라 느꼈습니다"
KB 스타뱅킹,콘텐츠/서비스,계열사 연계 편의성,모바일 번호표(영업점 대기표 발행),앱에서 영업점 대기표를 발행하는 기능이 고객 편의로 직접 언급됩니다.,20260114,QSN000000000003187,TAR000000012105919,ITM000000000003077,앱을 통한 대기표 발행으로 은행 대기 시간을 줄일수 있다.
KB 스타뱅킹,콘텐츠/서비스,생활/제휴 서비스의 유용성,모바일 신분증 제시,의료기관·은행 등에서 앱 기반 신분증 제시 기능이 구체적으로 활용됩니다.,20251124,QSN000000000003080,TAR000000010938048,ITM000000000003077,의료기관 은행 등등에서 신분증을 바로바로 제시할 수 있어서 편리했어요
