채널,고객경험단계,서비스품질요소,고객경험요소,근거,설문응답종료년월일,설문ID,설문참여대상자고유ID,문항ID,VOC원문
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20250524,QSN000000000003074,TAR000000006985619,ITM000000000001712,출입구에서 청원경찰분의 친절한 안내로 편히 이용하게 되네요.
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20250526,QSN000000000003074,TAR000000007024597,ITM000000000001712,입구 청원경찰인지 안내직원인지 모르지만 친절입니다
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20250703,QSN000000000003074,TAR000000007898886,ITM000000000001712,보안직원분이 안내도 잘해주시고 친절하셔서 좋았습니다
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20250709,QSN000000000003074,TAR000000008029323,ITM000000000001712,청원경찰 분이 보려는 업무에 대한 파악을 빠르고 성의 있게 해주셨다
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20250714,QSN000000000003074,TAR000000008133920,ITM000000000001712,들어가면 청원경찰 그리고 누군가 같이 친절하게 초등 안내를 잘해준다.
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20250723,QSN000000000003074,TAR000000008330454,ITM000000000001712,대기 안내를 해 주셨던 청원경찰분이 친절했습니다.
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20250724,QSN000000000003074,TAR000000008358646,ITM000000000001712,입구에 서 계시는 안전요원께서 매우 친절하셨습니다.
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20250801,QSN000000000003074,TAR000000008541215,ITM000000000001712,입장하면서 부터 청원경찰님부터 무진장 협조하면서 신속 처리ㅈ합니다.
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20250807,QSN000000000003074,TAR000000008685453,ITM000000000001712,입구에서 안내한 직원이 친절하게 설명해주어 도움이 되었어요
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20250825,QSN000000000003074,TAR000000009088905,ITM000000000001712,입장할때 보안요원분이 친절히 잘해주셨습니다.
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20250829,QSN000000000003074,TAR000000009214279,ITM000000000001712,입구에 서 계신 분께서 친절히 안내해 주셨습니다.
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20250902,QSN000000000003074,TAR000000009297817,ITM000000000001712,입구 청경님께서 잘 설명해주셔서 잘 할 수 있었습니다
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20251107,QSN000000000003074,TAR000000010626559,ITM000000000001712,"경비하는분의 미소를 잃지않고 안내해주는 모습이 그 어떤 은행도 아마 없을것으로 생각합니다
입구에서부터 즐거운 방문이 되는 큰 이유입니다"
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20251119,QSN000000000003074,TAR000000010820217,ITM000000000001712,안내원의 친절하고 신속한 안내와 담당자의 명확한 일처리를 해주었습니다.
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20251226,QSN000000000003074,TAR000000011726430,ITM000000000001712,입구에 계신 분이 잘 안내해주셔서 빨리 업무를 마쳤습니다
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20260102,QSN000000000003191,TAR000000011845541,ITM000000000001712,"은행문을 들어서자마자 친절한 안내를 하여
주었으며 대기시간도 짤았습니다."
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20260106,QSN000000000003191,TAR000000011911211,ITM000000000001712,"데스크 입구쪽 직원분이 대응 속도가
빠르고 친절합니다"
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20251229,QSN000000000003074,TAR000000011768252,ITM000000000001712,청원경찰이신거 같은데 그 분께서 센스있게 잘 해주시더라고요
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20260106,QSN000000000003191,TAR000000011918027,ITM000000000001712,청원 경찰의 신속하고 친절한 안내가 고마?습니다.
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20260105,QSN000000000003191,TAR000000011873183,ITM000000000001712,"타 지점의vip 라면 해당 지점의 vip가 아니더라도 놀고있는 vip응대실을 좀 열어주면 안되나 하는 생각이 들었음.
문의를 하였으나 안도니다고 함. (입구 청원경비분)"
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20260121,QSN000000000003191,TAR000000012284212,ITM000000000001712,번호표 관련하여 경비가 하며.  담당자 포함 불  친절하다
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20260120,QSN000000000003191,TAR000000012251803,ITM000000000001712,청원 경찰분의 따뜻한 안내가 인상적이었습니다.
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20260121,QSN000000000003191,TAR000000012277824,ITM000000000001712,Security guard 의 적극적인 협조성
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20260119,QSN000000000003191,TAR000000012208136,ITM000000000001712,입구안내직원의불친절업무능력부족 응대미흡 으로불편하고불친절을경험할때마불쾌함을울어볼때마다느껴서 전체지점의이미가안좋음
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20260227,QSN000000000003191,TAR000000013176670,ITM000000000001712,밖에서청원경찰님이친절하게잘할수있도록해주시니극정없이은행볼일보러갑니다
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20260303,QSN000000000003191,TAR000000013222849,ITM000000000001712,"젊은 청원경찰님~~
그 점에 보뱌라 생각합니다"
영업점,대기,대기정보 안내의 적절성,입구 안내 인력/청원경찰 초기 동선·업무 안내 서비스,입구에서 고객 목적 파악과 동선 안내를 제공하는 인력 기반 안내가 반복 언급되어 초기 대기정보 제공의 핵심 채널로 작동합니다.,20260305,QSN000000000003191,TAR000000013320524,ITM000000000001712,"고객맞춤 서비스 좋았습니다
청원경찰분도 참 친절하시고"
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20250219,QSN000000000003074,TAR000000005398459,ITM000000000001712,처음대하는 직원(경비?)분이 알아서 대기표를 뽑아주며 친절히 대응해줌
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20250226,QSN000000000003074,TAR000000005532472,ITM000000000001712,"여자선생님께서   친절하게   번호표를
뽑아주셨어요"
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20250226,QSN000000000003074,TAR000000005533396,ITM000000000001712,번호표 발행기 앞에 너 계신분의 친절하고 센스있는 고객응대
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20250305,QSN000000000003074,TAR000000005630025,ITM000000000001712,앞에 직원이 대기번호표발행을해주셔서편리하게방문할수있어요
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20250408,QSN000000000003074,TAR000000006264446,ITM000000000001712,입구부터 은행 보안관 분께서 친절히 도와주셨습니다.
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20250404,QSN000000000003074,TAR000000006221669,ITM000000000001712,"영업점을 들어서자 입구에 번호표 기기가 있고
안내하시는분 또한 친절하셔서
좋아요"
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20250326,QSN000000000003074,TAR000000006043303,ITM000000000001712,순번번호표 뽑는데 직원이 친절하게 잘해주었습니다.
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20250422,QSN000000000003074,TAR000000006495378,ITM000000000001712,입구에서부터 친절하게 잘해주시고 기다리는 시간도 얼마안거림
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20250422,QSN000000000003074,TAR000000006495122,ITM000000000001712,대기표 뽑는 키오스크 앞에 안내원의 친절한 안내.
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20250424,QSN000000000003074,TAR000000006546325,ITM000000000001712,번호표 뽑을때 안내하는 분이 친절하게 안내해줘서 쉽게 뽑을수 있었음
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20250805,QSN000000000003074,TAR000000008596048,ITM000000000001712,"순번대기표, 보안원님 안내. 직원분들의 전문상담내용가 우수하고 좋아요 장재희팀장님 김민지 팀장님 너무 좋아요"
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20250805,QSN000000000003074,TAR000000008615131,ITM000000000001712,"번호표도 직원분이 직접뽑아주시고,
정말 감동받았습니다."
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20250807,QSN000000000003074,TAR000000008675954,ITM000000000001712,안내하신분이 친절하게 번호발행해주셔서~~~
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20250807,QSN000000000003074,TAR000000008678258,ITM000000000001712,"직원분이 어떤 업무냐 물어보시고
바로 번호표 발행 해 주시네요"
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20250807,QSN000000000003074,TAR000000008685418,ITM000000000001712,경비하시는 분이 친절하게 안내 후 맞는 번호표를 뽑아주십니다.
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20250819,QSN000000000003074,TAR000000008945843,ITM000000000001712,"직원분이 방문 목적 문의 후 번호표 발행후
전달해줌"
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20251014,QSN000000000003074,TAR000000009927398,ITM000000000001712,지점에 근무주인 청원경찰이있이서 그분이 대기표을 다뽑아줍니다..
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20251014,QSN000000000003074,TAR000000009971258,ITM000000000001712,번호표 뽑아주시는 선생님들이 너무 친절하셔서 좋았습니다
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20251022,QSN000000000003074,TAR000000010231211,ITM000000000001712,방문과 동시에 안내직원의 도움으로 번호표 발권 및 대기시간이 적정하여서
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20251023,QSN000000000003074,TAR000000010272374,ITM000000000001712,안내해주시는 분께서 친절하게 번호표를 뽑아주셨습니다
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20251028,QSN000000000003074,TAR000000010378201,ITM000000000001712,앞에 도움주신 분께서 매우 친절히 번호표 뽑는 방법을 도와주심
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20251209,QSN000000000003074,TAR000000011327621,ITM000000000001712,번호표발행기보다 앞에 서서 안내해주시는 분 아주 친절하심
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20251209,QSN000000000003074,TAR000000011327901,ITM000000000001712,번호표 발급 및 키오스크 사용이 대해 직원 안내가 친절하였습니다
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20251210,QSN000000000003074,TAR000000011363593,ITM000000000001712,"내방 목적을 여쭤보고
친절하게 안내해 주셨습니다"
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20251210,QSN000000000003074,TAR000000011368606,ITM000000000001712,출입구 옆에 위치해 있고 청원경찰분의 도움으로 편리함
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20251224,QSN000000000003074,TAR000000011670269,ITM000000000001712,청원경찰분이  확인해서 서류준비라던지  없는번호 확인 이런것들이 빨라서
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20251226,QSN000000000003074,TAR000000011720459,ITM000000000001712,들어가자마자 있고 청원경찰분이 뽑아 주십니다.
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20251223,QSN000000000003074,TAR000000011632656,ITM000000000001712,"보안요원이 상세하게 물어봐서
번호표 찾기 쉽습니다"
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20260211,QSN000000000003191,TAR000000012810491,ITM000000000001712,"접수번호 창구에서 친절히 응대에
감사드립니다"
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20260220,QSN000000000003191,TAR000000012971681,ITM000000000001712,"저는 밖에 많은 분들이 기다려서 어제 vip 실에서 부지점장님과만 용무를 보아서 밖의 사정은 잘 몰라요
다만 입구에서 번호표를 뽑아주는 직원이 참 친절하고 인상이 좋다고 생각했어요
vip실에 계신 분들은 고객이 일반업무를 보러 들어가면 싫어하고 본인들 업적에 많은 점수가  되는 펀드나 보험을 드는 고객에게만 친절한 것 같아요
장항동이나 마두역의 국민은향의 vip 실은 너무나 친절합니다
특히 장항동의 vip 실 직원은 정말 칭찬하고 싶어요"
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20260220,QSN000000000003191,TAR000000012984313,ITM000000000001712,번호표 발행해주시는 분이 친절하시고 설명을 잘해주셨어요
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20260205,QSN000000000003191,TAR000000012676935,ITM000000000001712,번호표 키오스크에서 안내해주시는분이 친절하십니다
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20260209,QSN000000000003191,TAR000000012748430,ITM000000000001712,안내해주시는 분이 친절하게 안내를 도와주십니다
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20260212,QSN000000000003191,TAR000000012841756,ITM000000000001712,수요일이라 그런지 비교적 대기 시간이 짧음 20분이내!
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20260219,QSN000000000003191,TAR000000012939368,ITM000000000001712,입구에서 안내해주시는 분께서 친절하게 안내해주셨음
영업점,대기,순번대기기의 이용 편리성 ,직원 대행 번호표 발급(입구 안내·보안요원 포함),고객이 직접 기기를 사용하지 않아도 직원이 대리 발급해주는 절차가 명시적으로 존재하여 기기 이용 편의를 높입니다.,20260211,QSN000000000003191,TAR000000012819102,ITM000000000001712,방문한 시간에 고객들이 많이 없어서 2년전 방문했을때보다 매우 덜 기다리고 업무 봄
