채널,고객경험단계,서비스품질요소,고객경험요소,근거,설문응답종료년월일,설문ID,설문참여대상자고유ID,문항ID,VOC원문
KB 스타뱅킹,계좌조회/이체,계좌조회/이체 거래의 다양성,타행·증권 계좌 통합 연동 및 조회(오픈뱅킹),"오픈뱅킹을 통한 타은행·증권 계좌의 연동, 조회, 통합 관리 기능은 거래 채널과 대상 계좌의 선택 폭을 넓혀 줍니다.",20250913,QSN000000000003080,TAR000000009576844,ITM000000000001331,통합 금융 서비스로 타금융 회사 계좌도 편리하게 이용
KB 스타뱅킹,계좌조회/이체,계좌조회/이체 거래의 다양성,타행·증권 계좌 통합 연동 및 조회(오픈뱅킹),"오픈뱅킹을 통한 타은행·증권 계좌의 연동, 조회, 통합 관리 기능은 거래 채널과 대상 계좌의 선택 폭을 넓혀 줍니다.",20251201,QSN000000000003080,TAR000000011113394,ITM000000000001331,다양한 은행과 증권사 계좌를 다 통합해서 관리가 가능함
KB 스타뱅킹,계좌조회/이체,계좌조회/이체 거래의 다양성,전화 이체 입금 무료 서비스,앱 외 채널인 전화로 이체·입금이 가능하고 무료인 서비스를 명시적으로 지칭합니다.,20250221,QSN000000000003080,TAR000000005459589,ITM000000000001331,"전화로이체입금할수있는점이
조아요~~무료인점도편해요"
KB 스타뱅킹,계좌조회/이체,계좌조회/이체 결과 안내의 적절성,자동이체 입금 알림(자금 모으기),자금 모으기에서 자동이체로 입금된 사실을 알려주는 결과 안내 기능입니다.,20250826,QSN000000000003080,TAR000000009138547,ITM000000000001331,자금 모으기에서 몰랐던 자금이 이체되어 입금되어 기분이 좋았음
KB 스타뱅킹,계좌조회/이체,계좌조회/이체 결과 안내의 적절성,이체 결과 즉시 확인 안내,이체 후 결과를 즉시 확인할 수 있도록 빠르게 안내하는 기능입니다.,20251202,QSN000000000003080,TAR000000011180387,ITM000000000001331,화면이 자연스럽게 넘어가고 이체속도가 빠르고 결과확인도 빠르다
KB 스타뱅킹,계좌조회/이체,계좌조회/이체 거래의 기능성,이체 완료 후 추가 메모 작성,이체 완료 이후 단계에서 메모를 추가로 작성할 수 있는 구체 기능입니다.,20250507,QSN000000000003080,TAR000000006702396,ITM000000000001331,이체 후에도 따로 메모를 달 수 있는 것도 편하고 뭐 이체할 때 이름이나 사유를 카피&amp;페이스트에서 쓸 수 있어서 좋습니다.
KB 스타뱅킹,계좌조회/이체,계좌조회/이체 거래의 기능성,잔액 모으기(다계좌 잔액 집계 이체),여러 계좌의 잔액을 한 곳으로 모으는 실행 기능으로 이체 활용성을 높입니다.,20260114,QSN000000000003187,TAR000000012105072,ITM000000000001331,다른 계좌에 있는 잔액을 쉽게 한 곳으로 모을 수 있어서 편리하고 내가 거래중인 타 은행의 예금도 한 눈에 볼 수 있어서..
KB 스타뱅킹,계좌조회/이체,계좌조회/이체 거래의 보안성,등록 기기 기반 안전 이용(디바이스 등록 보안),등록된 기기에서만 안전하게 이용하도록 하는 디바이스 등록 보안 기능입니다.,20251014,QSN000000000003080,TAR000000009985543,ITM000000000001331,등록된 기기에서는 언제 어디서든 안전하게 이용자의 편리성이 제공 되었다.
KB 스타뱅킹,계좌조회/이체,계좌조회/이체 화면의 프로세스 적정성,로그인 직후 계좌조회 홈 즉시 접근,로그인 직후 핵심 조회 화면으로 바로 이동해 탐색 단계를 줄이는 프로세스 기능입니다.,20251112,QSN000000000003080,TAR000000010750486,ITM000000000001331,앱 들어가자마자 로그인하면 바로 보이는게 편해요
KB 스타뱅킹,계좌조회/이체,계좌조회/이체 거래의 시인성,이체 정보 동시 표시로 수취인 확인 용이,이체 번호와 수취인 번호를 화면에서 명확히 동시 확인할 수 있게 하는 시인성 기능입니다.,20251120,QSN000000000003080,TAR000000010900045,ITM000000000001331,이체 번호와 상대편의 번호도 확인할 수 있어서 좋다
KB 스타뱅킹,계좌조회/이체,계좌조회/이체 거래의 시인성,사용량 기반 고객 표시(헤비유저 표시),사용량이 많은 고객을 시각적으로 구분·표시하는 기능으로 정보의 가시성을 높입니다.,20251210,QSN000000000003080,TAR000000011383845,ITM000000000001331,사용량이 많은 사람을 따로 표시해주는 점이 좋습니다.
KB 스타뱅킹,계좌조회/이체,계좌조회/이체 화면의 프로세스 적정성,홈 화면 편집을 통한 맞춤형 서비스 빠른 실행,홈 화면을 편집해 자주 쓰는 계좌조회·이체 서비스를 빠르게 실행하는 프로세스 개선 기능입니다.,20260128,QSN000000000003187,TAR000000012428787,ITM000000000001331,홈 화면 편집으로 개인에게 맞는 서비스 유형으로빠르게 실행함
