채널,고객경험단계,서비스품질요소,고객경험요소,근거,설문응답종료년월일,설문ID,설문참여대상자고유ID,문항ID,VOC원문
고객센터,대기,대기상황 안내 정확성,ARS 선택 오류 즉시 재연결,고객의 버튼 입력 오류 시 올바른 메뉴로 즉시 재연결하는 기능은 대기 흐름과 안내 정확성을 높입니다.,20250403,QSN000000000003079,TAR000000006202545,ITM000000000003047,버튼입력 오류일때 바로 다시 연결되어서 좋았어요
고객센터,대기,대기상황 안내 정확성,ARS 선택 오류 즉시 재연결,고객의 버튼 입력 오류 시 올바른 메뉴로 즉시 재연결하는 기능은 대기 흐름과 안내 정확성을 높입니다.,20250520,QSN000000000003079,TAR000000006939551,ITM000000000003047,"대기동안 반드시 해야할 일반공지내용은 좀 빨리 말했으면 좋겠고,
ARS선택시 다른곳으로 넘어감"
고객센터,대기,대기상황 안내 정확성,ARS 메뉴 카테고리 명확 표기 및 구분 강화,메뉴 구분과 표기 강화는 고객이 원하는 메뉴를 빠르게 찾게 해 대기 혼선을 줄입니다.,20250321,QSN000000000003079,TAR000000005973495,ITM000000000003047,안내멘트 속도가 좀더빨랐으? 좋겠어요 그리고 메뉴도 좀 더 쉬운 구분이었으면
고객센터,대기,대기상황 안내 정확성,ARS 메뉴 카테고리 명확 표기 및 구분 강화,메뉴 구분과 표기 강화는 고객이 원하는 메뉴를 빠르게 찾게 해 대기 혼선을 줄입니다.,20250520,QSN000000000003079,TAR000000006939551,ITM000000000003047,"대기동안 반드시 해야할 일반공지내용은 좀 빨리 말했으면 좋겠고,
ARS선택시 다른곳으로 넘어감"
고객센터,대기,대기상황 안내 정확성,ARS 메뉴 카테고리 명확 표기 및 구분 강화,메뉴 구분과 표기 강화는 고객이 원하는 메뉴를 빠르게 찾게 해 대기 혼선을 줄입니다.,20250305,QSN000000000003079,TAR000000005637127,ITM000000000003047,정해진 메뉴 이외의 상황에 대한 답변을 받기 어렵습니다.
고객센터,대기,대기상황 안내 정확성,본인인증 후 중복 확인 절차 최소화,인증 이후 재확인을 줄여 연결 과정의 중복을 제거하면 안내의 정합성과 흐름이 개선됩니다.,20250813,QSN000000000003079,TAR000000008830787,ITM000000000003047,"담당자통화 어려움.무조건 콜센터부터 연결.본인인증 하는경로 계좌번호입력등 짜증
ㅠㅠ
완전짜증남."
고객센터,대기,대기상황 안내 정확성,본인인증 후 중복 확인 절차 최소화,인증 이후 재확인을 줄여 연결 과정의 중복을 제거하면 안내의 정합성과 흐름이 개선됩니다.,20251114,QSN000000000003079,TAR000000010768571,ITM000000000003047,본인인증과정 불편 인증후에도상담사가재차확인함
고객센터,대기,대기상황 안내 정확성,지점 직접 연결 기능(콜센터 경유 없이),지점 연결 요청 시 콜센터 경유로 인한 실패를 방지하고 즉시 지점으로 연결하는 구체 기능이 필요합니다.,20250421,QSN000000000003079,TAR000000006476750,ITM000000000003047,"상담사 고객응대 진짜
고객입장에서 너무 화가 납니다
4월 18일 14시 9분이랑
11시 45분에 응대해준 상담사 진짜
누구신지 궁금합니다대출 상담 지부에 연결 해달라니까
왜? 해줘야 하냐고
그러길래 어이가 없었다사유를 알려주니 그건 또
누가 알려줬냐고 되묻던데
본인이 알려줘놓고 왜 또 그런식으로
되묻는지 모르겠습니다그리고 자리에 대출업무 보는 분이 없으면
메모라도 남겨준다는 말은
고객응대 메뉴얼에 없는가요?타 은행사는 그렇게 해주시던데..
이딴식으로 응대하면
그냥 국민은행은 사용 할 일 없을 거 같습니다"
고객센터,대기,대기상황 안내 정확성,지점 직접 연결 기능(콜센터 경유 없이),지점 연결 요청 시 콜센터 경유로 인한 실패를 방지하고 즉시 지점으로 연결하는 구체 기능이 필요합니다.,20250515,QSN000000000003079,TAR000000006858103,ITM000000000003047,"상담원마다 말이 다름. 처음에는 한도계좌 해지 조건에 부합하지 않지만 지점에 가면 해지 될 수도 있다고 답변. 그 지점 연결해달라고 하니 번호를 알려줌. 전화하니 다시 고객센터 연결됨ㅋ. 짜증나기 시작함. 놀리나? 이 상황을 얘기하니 두번째 상담원과 세번째 상담원은 본인이 상담한게 아니어서 모르겠으나 기분 상햇음 미안하단다. 세번째 상담원은 지점에 연락해서 가능여부 및 서류 확인하고 문자 준다고 했는데 다음날인 오늘도 연락없음 ㅋㅋㅋㅋㅋ
고객 가지고 장난질하는 상담원들이나 답변 통일성 없는거나 지점 연결도 제대로 못하는 국민은행ㅋ"
고객센터,대기,대기상황 안내 정확성,지점 직접 연결 기능(콜센터 경유 없이),지점 연결 요청 시 콜센터 경유로 인한 실패를 방지하고 즉시 지점으로 연결하는 구체 기능이 필요합니다.,20250519,QSN000000000003079,TAR000000006908943,ITM000000000003047,"지점 담당자와 통화해야함에도, 계속되는 회피 식의 답변과 대응이 맘에 들지 않았다."
고객센터,대기,대기상황 안내 정확성,지점 직접 연결 기능(콜센터 경유 없이),지점 연결 요청 시 콜센터 경유로 인한 실패를 방지하고 즉시 지점으로 연결하는 구체 기능이 필요합니다.,20250307,QSN000000000003079,TAR000000005720790,ITM000000000003047,쉽게 연결도 잘 안되고 연결이 되었다가 다른 부서로의 연결도 문제가 생기더라구요.
고객센터,대기,대기중 콜백서비스 안내,콜백 신청 시 자동 번호 수집 및 예약,콜백 신청 과정에서 고객 번호를 자동 수집해 예약을 완료하는 기능은 콜백 접근성을 높입니다.,20251113,QSN000000000003079,TAR000000010767559,ITM000000000003047,예상시간이 구체적이거나 내 전화번호를 남기면 콜백이 되면 좋겠다.
고객센터,대기,대기중 콜백서비스 안내,콜백 예상 시간 범위 안내,콜백 도착 예상 시간을 구체 범위로 안내하면 대기 체감과 기대 관리가 개선됩니다.,20251113,QSN000000000003079,TAR000000010767559,ITM000000000003047,예상시간이 구체적이거나 내 전화번호를 남기면 콜백이 되면 좋겠다.
고객센터,대기,대기중 콜백서비스 안내,콜백 예상 시간 범위 안내,콜백 도착 예상 시간을 구체 범위로 안내하면 대기 체감과 기대 관리가 개선됩니다.,20250717,QSN000000000003079,TAR000000008218185,ITM000000000003047,예상 대기 시간에 대한 정보를 제공해 줌으로서 기다리는 어려움을 참을 수 있었습니다.
고객센터,대기,대기음악 쾌적성,대기 중 일반 공지 멘트 속도 조절,필수 공지의 말하기 속도 조절은 청취 피로를 줄이고 대기 체감 개선에 기여합니다.,20250520,QSN000000000003079,TAR000000006939551,ITM000000000003047,"대기동안 반드시 해야할 일반공지내용은 좀 빨리 말했으면 좋겠고,
ARS선택시 다른곳으로 넘어감"
고객센터,대기,대기음악 쾌적성,대기 중 일반 공지 멘트 속도 조절,필수 공지의 말하기 속도 조절은 청취 피로를 줄이고 대기 체감 개선에 기여합니다.,20250321,QSN000000000003079,TAR000000005973495,ITM000000000003047,안내멘트 속도가 좀더빨랐으? 좋겠어요 그리고 메뉴도 좀 더 쉬운 구분이었으면
고객센터,대기,대기중 대체 상담채널 안내,문자 자동 공유로 상담 정보 제공,상담 중 제공되는 연락처·정보를 문자로 자동 공유하면 고객이 다른 채널로 쉽게 전환·참조할 수 있습니다.,20250730,QSN000000000003079,TAR000000008523296,ITM000000000003047,왜 내가 당신들이 주는 연락처 받아 적으면서 아바타나 영업사원 마냥 힘들게 고객으로써 내 마땅한 권리를 노력해서 얻어야하나요? 진짜 쓰레기 같은 상담 시스템 좀 고치세요. 들리지도 않고 연락처 줄거면 문자로 자동 공유 하는 방법이라도 도입하거나 잘못 적으면 다시 또 힘들게 접속해서 알아내야하고 최악이에요
고객센터,대기,대기중 대체 상담채널 안내,비대면 화상상담 연결 안내,전화 대기의 대안으로 화상상담 채널을 안내·연결하는 명명된 서비스가 요구됩니다.,20251216,QSN000000000003079,TAR000000011484038,ITM000000000003047,상담원의 친절한 서비스  비대면 화상통화      제일좋았습니다
고객센터,대기,대기중 상담예약서비스 안내,키오스크·모바일 사전 번호표 발급(상담예약),영업점 방문 전 번호표를 미리 발급하면 현장 대기 시간을 줄일 수 있어 예약 성격의 서비스로 적합합니다.,20251208,QSN000000000003079,TAR000000011319907,ITM000000000003047,키오스크에서 미리 작성하거나 휴대폰으로 미리 번호표를 발급받는 게 편해서 입니다.
